,energy,efficiency
212,1275.1961422845693,0.852579
213,1281.2059118236475,0.852911
214,1287.2156813627253,0.853234
215,1293.2254509018035,0.853561
216,1299.2352204408817,0.853879
217,1305.2449899799599,0.854201
218,1311.254759519038,0.854551
219,1317.2645290581163,0.854892
220,1323.2742985971943,0.855209
221,1329.2840681362725,0.855522
222,1335.2938376753507,0.855823
223,1341.303607214429,0.856147
224,1347.313376753507,0.856449
225,1353.3231462925853,0.856764
226,1359.3329158316633,0.857071
227,1365.3426853707415,0.857374
228,1371.3524549098197,0.857673
229,1377.362224448898,0.857968
230,1383.371993987976,0.858258
231,1389.381763527054,0.858547
232,1395.391533066132,0.858833
233,1401.4013026052103,0.859133
234,1407.4110721442885,0.859439
235,1413.4208416833667,0.859727
236,1419.430611222445,0.860005
237,1425.440380761523,0.860257
238,1431.450150300601,0.860546
239,1437.4599198396793,0.860825
240,1443.4696893787575,0.861098
241,1449.4794589178357,0.86137
242,1455.489228456914,0.861639
243,1461.498997995992,0.861919
244,1467.50876753507,0.862167
245,1473.5185370741483,0.862441
246,1479.5283066132265,0.862694
247,1485.5380761523047,0.862963
248,1491.5478456913827,0.863223
249,1497.557615230461,0.863468
250,1503.567384769539,0.863733
251,1509.577154308617,0.863999
252,1515.5869238476953,0.864276
253,1521.5966933867735,0.864546
254,1527.6064629258517,0.864771
255,1533.61623246493,0.865016
256,1539.6260020040081,0.865247
257,1545.635771543086,0.865479
258,1551.6455410821643,0.865713
259,1557.6553106212425,0.865957
260,1563.6650801603207,0.866198
261,1569.674849699399,0.866449
262,1575.6846192384771,0.866686
263,1581.694388777555,0.866919
264,1587.7041583166333,0.867152
265,1593.7139278557113,0.867399
266,1599.7236973947895,0.867644
267,1605.7334669338677,0.86789
268,1611.743236472946,0.868145
269,1617.753006012024,0.868372
270,1623.762775551102,0.868614
271,1629.7725450901803,0.868838
272,1635.7823146292585,0.869079
273,1641.7920841683367,0.869309
274,1647.801853707415,0.86953
275,1653.811623246493,0.869762
276,1659.821392785571,0.870002
277,1665.8311623246493,0.870217
278,1671.8409318637275,0.870446
279,1677.8507014028057,0.870672
280,1683.860470941884,0.870889
281,1689.870240480962,0.871108
282,1695.88001002004,0.871332
283,1701.889779559118,0.871569
284,1707.8995490981963,0.871773
285,1713.9093186372745,0.872001
286,1719.9190881763527,0.872199
287,1725.9288577154307,0.872419
288,1731.938627254509,0.872648
289,1737.948396793587,0.872842
290,1743.9581663326653,0.87304
291,1749.9679358717435,0.873255
292,1755.9777054108217,0.873471
293,1761.9874749499,0.873671
294,1767.997244488978,0.873879
295,1774.0070140280561,0.874084
296,1780.0167835671343,0.87429
297,1786.0265531062125,0.874496
298,1792.0363226452907,0.874689
299,1798.0460921843687,0.874892
300,1804.0558617234467,0.875079
301,1810.065631262525,0.875269
302,1816.075400801603,0.875458
303,1822.0851703406813,0.875661
304,1828.0949398797595,0.875856
305,1834.1047094188377,0.876058
306,1840.1144789579157,0.876246
307,1846.124248496994,0.876433
308,1852.1340180360721,0.876617
309,1858.1437875751503,0.876799
310,1864.1535571142285,0.87698
311,1870.1633266533067,0.877162
312,1876.1730961923847,0.877354
313,1882.182865731463,0.877535
314,1888.1926352705411,0.877717
315,1894.2024048096193,0.877909
316,1900.2121743486973,0.878092
317,1906.2219438877755,0.878262
318,1912.2317134268535,0.878427
319,1918.2414829659317,0.87861
320,1924.25125250501,0.87879
321,1930.2610220440881,0.878962
322,1936.2707915831663,0.879131
323,1942.2805611222445,0.879304
324,1948.2903306613225,0.879474
325,1954.3001002004007,0.879662
326,1960.309869739479,0.879842
327,1966.3196392785571,0.880011
328,1972.3294088176353,0.880169
329,1978.3391783567135,0.880346
330,1984.3489478957915,0.88051
331,1990.3587174348697,0.88067
332,1996.368486973948,0.880838
333,2002.3782565130261,0.881004
334,2008.3880260521041,0.881171
335,2014.3977955911826,0.881352
336,2020.4075651302605,0.881513
337,2026.4173346693387,0.881692
338,2032.4271042084167,0.881855
339,2038.4368737474952,0.882006
340,2044.4466432865731,0.882172
341,2050.4564128256516,0.882341
342,2056.4661823647293,0.882496
343,2062.4759519038075,0.882676
344,2068.4857214428857,0.882843
345,2074.495490981964,0.883011
346,2080.505260521042,0.88317
347,2086.51503006012,0.88334
348,2092.5247995991986,0.883495
349,2098.5345691382763,0.883662
350,2104.544338677355,0.883801
351,2110.5541082164327,0.88395
352,2116.563877755511,0.884105
353,2122.573647294589,0.884255
354,2128.5834168336673,0.884414
355,2134.5931863727455,0.88457
356,2140.6029559118238,0.884728
357,2146.612725450902,0.884878
358,2152.62249498998,0.885023
359,2158.632264529058,0.885177
360,2164.642034068136,0.885327
361,2170.6518036072143,0.885484
362,2176.6615731462925,0.885636
363,2182.6713426853707,0.885782
364,2188.6811122244485,0.885942
365,2194.690881763527,0.886084
366,2200.700651302605,0.886226
367,2206.7104208416836,0.886381
368,2212.7201903807613,0.88652
369,2218.72995991984,0.886666
370,2224.7397294589177,0.886807
371,2230.749498997996,0.88695
372,2236.759268537074,0.887092
373,2242.7690380761524,0.88724
374,2248.7788076152306,0.887383
375,2254.7885771543088,0.887527
376,2260.798346693387,0.887665
377,2266.8081162324647,0.887803
378,2272.817885771543,0.887939
379,2278.827655310621,0.888076
380,2284.8374248496993,0.888207
381,2290.8471943887776,0.888338
382,2296.8569639278558,0.888485
383,2302.8667334669335,0.88863
384,2308.876503006012,0.888763
385,2314.88627254509,0.888893
386,2320.8960420841686,0.889025
387,2326.9058116232463,0.889158
388,2332.915581162325,0.889278
389,2338.9253507014027,0.889418
390,2344.935120240481,0.889543
391,2350.944889779559,0.889686
392,2356.9546593186374,0.889811
393,2362.9644288577156,0.889946
394,2368.9741983967933,0.890076
395,2374.9839679358715,0.890198
396,2380.9937374749497,0.890332
397,2387.003507014028,0.890464
398,2393.013276553106,0.890599
399,2399.0230460921844,0.890723
400,2405.0328156312626,0.890859
401,2411.0425851703408,0.890981
402,2417.0523547094185,0.891105
403,2423.062124248497,0.891233
404,2429.071893787575,0.891356
405,2435.0816633266536,0.891475
406,2441.0914328657313,0.891602
407,2447.1012024048096,0.891727
408,2453.1109719438878,0.891844
409,2459.120741482966,0.891969
410,2465.130511022044,0.892083
411,2471.140280561122,0.892196
412,2477.1500501002006,0.892313
413,2483.1598196392783,0.892431
414,2489.1695891783565,0.892557
415,2495.1793587174348,0.892675
416,2501.189128256513,0.892789
417,2507.198897795591,0.892899
418,2513.2086673346694,0.893016
419,2519.2184368737476,0.893132
420,2525.228206412826,0.89325
421,2531.2379759519035,0.893376
422,2537.247745490982,0.893498
423,2543.25751503006,0.893627
424,2549.2672845691386,0.893742
425,2555.2770541082164,0.893864
426,2561.2868236472946,0.893988
427,2567.296593186373,0.894107
428,2573.3063627254505,0.894223
429,2579.316132264529,0.894347
430,2585.325901803607,0.894468
431,2591.3356713426856,0.894574
432,2597.3454408817634,0.894691
433,2603.3552104208416,0.894807
434,2609.3649799599198,0.894913
435,2615.374749498998,0.895025
436,2621.384519038076,0.895134
437,2627.3942885771544,0.895249
438,2633.404058116232,0.895367
439,2639.413827655311,0.895482
440,2645.4235971943885,0.895592
441,2651.433366733467,0.895702
442,2657.443136272545,0.895807
443,2663.4529058116236,0.89591
444,2669.4626753507014,0.896007
445,2675.472444889779,0.896119
446,2681.482214428858,0.896218
447,2687.4919839679355,0.896325
448,2693.501753507014,0.896432
449,2699.511523046092,0.896539
450,2705.52129258517,0.896643
451,2711.5310621242484,0.896748
452,2717.5408316633266,0.896851
453,2723.550601202405,0.896955
454,2729.560370741483,0.897064
455,2735.570140280561,0.897173
456,2741.5799098196394,0.897282
457,2747.589679358717,0.897387
458,2753.599448897796,0.897486
459,2759.6092184368736,0.89759
460,2765.618987975952,0.897695
461,2771.62875751503,0.897801
462,2777.638527054108,0.897899
463,2783.6482965931864,0.898004
464,2789.658066132264,0.898108
465,2795.667835671343,0.898203
466,2801.6776052104206,0.898307
467,2807.687374749499,0.898402
468,2813.697144288577,0.898503
469,2819.706913827655,0.8986
470,2825.7166833667334,0.898695
471,2831.7264529058116,0.898787
472,2837.73622244489,0.898893
473,2843.745991983968,0.898985
474,2849.755761523046,0.899087
475,2855.7655310621244,0.899182
476,2861.775300601202,0.899276
477,2867.785070140281,0.899372
478,2873.7948396793586,0.899475
479,2879.804609218437,0.899568
480,2885.814378757515,0.899657
481,2891.8241482965927,0.899754
482,2897.8339178356714,0.899851
483,2903.843687374749,0.899949
484,2909.853456913828,0.900038
485,2915.8632264529056,0.900134
486,2921.872995991984,0.900225
487,2927.882765531062,0.900314
488,2933.89253507014,0.900406
489,2939.9023046092184,0.900491
490,2945.9120741482966,0.900586
491,2951.921843687375,0.900679
492,2957.931613226453,0.900775
493,2963.9413827655308,0.900858
494,2969.9511523046094,0.900946
495,2975.960921843687,0.901033
496,2981.9706913827654,0.90112
497,2987.9804609218436,0.901207
498,2993.990230460922,0.901294
499,3000.0,0.901386
