 Energy [eV],Number of Rays weighted by $\Vert\mathbf{E_{\sigma}}+\mathbf{E_{\pi}}\Vert^2$
1.057229958105722326e+05,2.815673333033928429e+04
1.058029957944045309e+05,2.815673333033928429e+04
1.058029957944045309e+05,2.904332038112848386e+04
1.058829957782368292e+05,2.904332038112848386e+04
1.058829957782368292e+05,2.964966383345671784e+04
1.059629957620691275e+05,2.964966383345671784e+04
1.059629957620691275e+05,2.992137471898109652e+04
1.060429957459014258e+05,2.992137471898109652e+04
1.060429957459014258e+05,3.009123857569357642e+04
1.061229957297337241e+05,3.009123857569357642e+04
1.061229957297337241e+05,2.971891965768413502e+04
1.062029957135660225e+05,2.971891965768413502e+04
1.062029957135660370e+05,2.908511691465354306e+04
1.062829956973983353e+05,2.908511691465354306e+04
1.062829956973983353e+05,2.835669990104398676e+04
1.063629956812306336e+05,2.835669990104398676e+04
1.063629956812306336e+05,2.708188689511532357e+04
1.064429956650629319e+05,2.708188689511532357e+04
1.064429956650629319e+05,2.607248768753976765e+04
1.065229956488952303e+05,2.607248768753976765e+04
1.065229956488952303e+05,2.427809692052582614e+04
1.066029956327275286e+05,2.427809692052582614e+04
1.066029956327275286e+05,2.286924734621509924e+04
1.066829956165598269e+05,2.286924734621509924e+04
1.066829956165598269e+05,2.113775754749533371e+04
1.067629956003921252e+05,2.113775754749533371e+04
1.067629956003921252e+05,1.967506168732508013e+04
1.068429955842244235e+05,1.967506168732508013e+04
1.068429955842244235e+05,1.762903423964752074e+04
1.069229955680567218e+05,1.762903423964752074e+04
1.069229955680567218e+05,1.584891075921383344e+04
1.070029955518890201e+05,1.584891075921383344e+04
1.070029955518890201e+05,1.418072068869851864e+04
1.070829955357213184e+05,1.418072068869851864e+04
1.070829955357213184e+05,1.237361306642878117e+04
1.071629955195536168e+05,1.237361306642878117e+04
1.071629955195536168e+05,1.074118583979621690e+04
1.072429955033859151e+05,1.074118583979621690e+04
1.072429955033859151e+05,9.077847525971108553e+03
1.073229954872182134e+05,9.077847525971108553e+03
1.073229954872182134e+05,7.585564377883370071e+03
1.074029954710505117e+05,7.585564377883370071e+03
1.074029954710505117e+05,6.373327989280554903e+03
1.074829954548828100e+05,6.373327989280554903e+03
1.074829954548828100e+05,5.034524835805492330e+03
1.075629954387151083e+05,5.034524835805492330e+03
1.075629954387151083e+05,3.871377908152808686e+03
1.076429954225474066e+05,3.871377908152808686e+03
1.076429954225474066e+05,2.904568159719565756e+03
1.077229954063797049e+05,2.904568159719565756e+03
1.077229954063797049e+05,2.109644346825194134e+03
1.078029953902120033e+05,2.109644346825194134e+03
1.078029953902120033e+05,1.394608764017675185e+03
1.078829953740443016e+05,1.394608764017675185e+03
1.078829953740443016e+05,8.460849854261606424e+02
1.079629953578765999e+05,8.460849854261606424e+02
1.079629953578765999e+05,4.647517325434683926e+02
1.080429953417088982e+05,4.647517325434683926e+02
1.080429953417088982e+05,2.395481719243666134e+02
1.081229953255411965e+05,2.395481719243666134e+02
1.081229953255411965e+05,9.996502161011274268e+01
1.082029953093734948e+05,9.996502161011274268e+01
1.082029953093734948e+05,3.880228583013258969e+01
1.082829952932057931e+05,3.880228583013258969e+01
1.082829952932057931e+05,1.311874128767149550e+01
1.083629952770380914e+05,1.311874128767149550e+01
1.083629952770380914e+05,4.201640396107675812e+00
1.084429952608703898e+05,4.201640396107675812e+00
1.084429952608703898e+05,1.206802884311611201e+00
1.085229952447026881e+05,1.206802884311611201e+00
1.085229952447026881e+05,3.284007275797182213e-01
1.086029952285349864e+05,3.284007275797182213e-01
1.086029952285349864e+05,8.009475784399931741e-02
1.086829952123672847e+05,8.009475784399931741e-02
1.086829952123672992e+05,2.499233181527168654e-02
1.087629951961995976e+05,2.499233181527168654e-02
1.087629951961995976e+05,1.145316013134805612e-02
1.088429951800318959e+05,1.145316013134805612e-02
1.088429951800318959e+05,8.806464870228665129e-03
1.089229951638641942e+05,8.806464870228665129e-03
1.089229951638641942e+05,8.328039393809475235e-03
1.090029951476964925e+05,8.328039393809475235e-03
1.090029951476964925e+05,8.329358884567704055e-03
1.090829951315287908e+05,8.329358884567704055e-03
1.090829951315287908e+05,8.265634852340077859e-03
1.091629951153610891e+05,8.265634852340077859e-03
1.091629951153610891e+05,8.289678814980076457e-03
1.092429950991933874e+05,8.289678814980076457e-03
1.092429950991933874e+05,8.313200082780081157e-03
1.093229950830256857e+05,8.313200082780081157e-03
1.093229950830256857e+05,8.276219422850077459e-03
1.094029950668579841e+05,8.276219422850077459e-03
1.094029950668579841e+05,8.244596385030071931e-03
1.094829950506902824e+05,8.244596385030071931e-03
1.094829950506902824e+05,8.272821906390075489e-03
1.095629950345225807e+05,8.272821906390075489e-03
1.095629950345225807e+05,8.296343174190076719e-03
1.096429950183548790e+05,8.296343174190076719e-03
1.096429950183548790e+05,8.291246899500075498e-03
1.097229950021871773e+05,8.291246899500075498e-03
1.097229950021871773e+05,8.249300638590074258e-03
1.098029949860194756e+05,8.249300638590074258e-03
1.098029949860194756e+05,8.295297784510080250e-03
1.098829949698517739e+05,8.295297784510080250e-03
1.098829949698517739e+05,8.264850810080076604e-03
1.099629949536840722e+05,8.264850810080076604e-03
1.099629949536840722e+05,8.223819265140076828e-03
1.100429949375163706e+05,8.223819265140076828e-03
1.100429949375163706e+05,8.311893345680080800e-03
1.101229949213486689e+05,8.311893345680080800e-03
