 Energy [eV],Number of Rays weighted by $\Vert\mathbf{E_{\sigma}}+\mathbf{E_{\pi}}\Vert^2$
4.342299624976380146e+05,5.168665706400044080e-02
4.342299624976380728e+05,5.118761176200044283e-02
4.347099621473329025e+05,5.118761176200044283e-02
4.347099621473329025e+05,5.116023271800044375e-02
4.351899617970277322e+05,5.116023271800044375e-02
4.351899617970277322e+05,5.175386017200044042e-02
4.356699614467225620e+05,5.175386017200044042e-02
4.356699614467225620e+05,5.151740479200044714e-02
4.361499610964173917e+05,5.151740479200044714e-02
4.361499610964174499e+05,5.124236985000045486e-02
4.366299607461122796e+05,5.124236985000045486e-02
4.366299607461122796e+05,5.134441901400042113e-02
4.371099603958071093e+05,5.134441901400042113e-02
4.371099603958071093e+05,5.176132718400044269e-02
4.375899600455019390e+05,5.176132718400044269e-02
4.375899600455019972e+05,5.158211889600044370e-02
4.380699596951968269e+05,5.158211889600044370e-02
